TAX_YEAR,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,CAT,REG,ITEM,VAC,PROPERTY_CLASS_CODE_OIC,PROPERTY_CLASS_DESCRIPTION,PROPERTY_TAX_LEVY_DESCRIPTION,TAX_RATE
2014,717,Princeton Rural,BV,21,A,G,6,Business and Other,AREA H FIRE PROT(I),2.8109
2014,717,Princeton Rural,BV,21,A,G,7,Managed Forest Land,AREA H FIRE PROT(I),3.4419
2014,717,Princeton Rural,BV,21,A,G,8,Recreation/Non-Profit,AREA H FIRE PROT(I),1.1473
2014,717,Princeton Rural,BV,21,A,G,9,Farm,AREA H FIRE PROT(I),1.1473
2014,717,Princeton Rural,BV,21,C,G,1,Residential,TULAMEEN FIRE (I),1.3668
2014,717,Princeton Rural,BV,21,C,G,2,Utilities,TULAMEEN FIRE (I),4.7838
2014,717,Princeton Rural,BV,21,C,G,3,Supportive Housing,TULAMEEN FIRE (I),1.3668
2014,717,Princeton Rural,BV,21,C,G,4,Major Industry,TULAMEEN FIRE (I),4.6471
2014,717,Princeton Rural,BV,21,C,G,5,Light Industry,TULAMEEN FIRE (I),4.6471
2014,717,Princeton Rural,BV,21,C,G,6,Business and Other,TULAMEEN FIRE (I),3.3487
2014,717,Princeton Rural,BV,21,C,G,7,Managed Forest Land,TULAMEEN FIRE (I),4.1004
2014,717,Princeton Rural,BV,21,C,G,8,Recreation/Non-Profit,TULAMEEN FIRE (I),1.3668
2014,717,Princeton Rural,BV,21,C,G,9,Farm,TULAMEEN FIRE (I),1.3668
2014,717,Princeton Rural,BV,21,F,D,1,Residential,TULAMEEN RECREATION,0.097
2014,717,Princeton Rural,BV,21,F,D,2,Utilities,TULAMEEN RECREATION,0.3395
2014,717,Princeton Rural,BV,21,F,D,3,Supportive Housing,TULAMEEN RECREATION,0.097
2014,717,Princeton Rural,BV,21,F,D,4,Major Industry,TULAMEEN RECREATION,0.3298
2014,717,Princeton Rural,BV,21,F,D,5,Light Industry,TULAMEEN RECREATION,0.3298
2014,717,Princeton Rural,BV,21,F,D,6,Business and Other,TULAMEEN RECREATION,0.2377
2014,717,Princeton Rural,BV,21,F,D,7,Managed Forest Land,TULAMEEN RECREATION,0.291
2014,717,Princeton Rural,BV,21,F,D,8,Recreation/Non-Profit,TULAMEEN RECREATION,0.097
2014,717,Princeton Rural,BV,21,F,D,9,Farm,TULAMEEN RECREATION,0.097
2014,717,Princeton Rural,BV,21,G,D,1,Residential,RECREATION,0.026
2014,717,Princeton Rural,BV,21,G,D,2,Utilities,RECREATION,0.091
2014,717,Princeton Rural,BV,21,G,D,3,Supportive Housing,RECREATION,0.026
2014,717,Princeton Rural,BV,21,G,D,4,Major Industry,RECREATION,0.0884
2014,717,Princeton Rural,BV,21,G,D,5,Light Industry,RECREATION,0.0884
2014,717,Princeton Rural,BV,21,G,D,6,Business and Other,RECREATION,0.0637
2014,717,Princeton Rural,BV,21,G,D,7,Managed Forest Land,RECREATION,0.078
2014,717,Princeton Rural,BV,21,G,D,8,Recreation/Non-Profit,RECREATION,0.026
2014,717,Princeton Rural,BV,21,G,D,9,Farm,RECREATION,0.026
2014,717,Princeton Rural,BY,21,H,D,1,Residential,POLICE TAX,0.1268
2014,717,Princeton Rural,BY,21,H,D,2,Utilities,POLICE TAX,0.4438
2014,717,Princeton Rural,BY,21,H,D,3,Supportive Housing,POLICE TAX,0.1
2014,717,Princeton Rural,BY,21,H,D,4,Major Industry,POLICE TAX,0.4311
2014,717,Princeton Rural,BY,21,H,D,5,Light Industry,POLICE TAX,0.4311
2014,717,Princeton Rural,BY,21,H,D,6,Business and Other,POLICE TAX,0.3107
2014,717,Princeton Rural,BY,21,H,D,7,Managed Forest Land,POLICE TAX,0.3804
2014,717,Princeton Rural,BY,21,H,D,8,Recreation/Non-Profit,POLICE TAX,0.1268
2014,717,Princeton Rural,BY,21,H,D,9,Farm,POLICE TAX,0.1268
2014,718,Golden Rural,AA,,G,A,1,Residential,GEN RESIDENTIAL,0.56
2014,718,Golden Rural,AA,,G,A,2,Utilities,GEN UTILITIES,3.82
2014,718,Golden Rural,AA,,G,A,3,Supportive Housing,GEN SUPPORTIVE HSNG,0.1
2014,718,Golden Rural,AA,,G,A,4,Major Industry,GEN MAJOR INDUSTRY,5.34
2014,718,Golden Rural,AA,,G,A,5,Light Industry,GEN LIGHT INDUSTRY,2.91
2014,718,Golden Rural,AA,,G,A,6,Business and Other,GEN BUSINESS/OTHER,2.91
2014,718,Golden Rural,AA,,G,A,7,Managed Forest Land,GEN MANAGED FOR.,0.56
2014,718,Golden Rural,AA,,G,A,8,Recreation/Non-Profit,GEN RECN/NON-PROFIT,0.94
2014,718,Golden Rural,AA,,G,A,9,Farm,GEN FARM,0.52
2014,718,Golden Rural,AB,06,S,S,1,Residential,SCH RESIDENTIAL,2.3237
2014,718,Golden Rural,AB,06,S,S,2,Utilities,SCH UTILITIES,13.6
2014,718,Golden Rural,AB,06,S,S,3,Supportive Housing,SCH SUSTAIN HOUSING,0.1
2014,718,Golden Rural,AB,06,S,S,4,Major Industry,SCH MAJOR INDUSTRY,6
2014,718,Golden Rural,AB,06,S,S,5,Light Industry,SCH LIGHT INDUSTRY,6
2014,718,Golden Rural,AB,06,S,S,6,Business and Other,SCH BUSINESS/OTHER,6
2014,718,Golden Rural,AB,06,S,S,7,Managed Forest Land,SCH MANAGED FOREST,2.4
2014,718,Golden Rural,AB,06,S,S,8,Recreation/Non-Profit,SCH RECN/NON-PROFIT,3.4
2014,718,Golden Rural,AB,06,S,S,9,Farm,SCH FARM,6.9
2014,718,Golden Rural,AC,01,E,D,1,Residential,KOOTENAY EAST HOSP,0.1615
2014,718,Golden Rural,AC,01,E,D,2,Utilities,KOOTENAY EAST HOSP,0.5653
2014,718,Golden Rural,AC,01,E,D,3,Supportive Housing,KOOTENAY EAST HOSP,0.1615
2014,718,Golden Rural,AC,01,E,D,4,Major Industry,KOOTENAY EAST HOSP,0.5491
2014,718,Golden Rural,AC,01,E,D,5,Light Industry,KOOTENAY EAST HOSP,0.5491
2014,718,Golden Rural,AC,01,E,D,6,Business and Other,KOOTENAY EAST HOSP,0.3957
2014,718,Golden Rural,AC,01,E,D,7,Managed Forest Land,KOOTENAY EAST HOSP,0.4845
2014,718,Golden Rural,AC,01,E,D,8,Recreation/Non-Profit,KOOTENAY EAST HOSP,0.1615
2014,718,Golden Rural,AC,01,E,D,9,Farm,KOOTENAY EAST HOSP,0.1615
2014,718,Golden Rural,AC,08,I,D,1,Residential,BC ASSESSMENT,0.0619
2014,718,Golden Rural,AC,08,I,D,2,Utilities,BC ASSESSMENT,0.5115
2014,718,Golden Rural,AC,08,I,D,4,Major Industry,BC ASSESSMENT,0.5115
2014,718,Golden Rural,AC,08,I,D,5,Light Industry,BC ASSESSMENT,0.1755
2014,718,Golden Rural,AC,08,I,D,6,Business and Other,BC ASSESSMENT,0.1755
2014,718,Golden Rural,AC,08,I,D,7,Managed Forest Land,BC ASSESSMENT,0.3616
2014,718,Golden Rural,AC,08,I,D,8,Recreation/Non-Profit,BC ASSESSMENT,0.0619
2014,718,Golden Rural,AC,08,I,D,9,Farm,BC ASSESSMENT,0.0619
2014,718,Golden Rural,AC,08,M,D,1,Residential,MUNICIPAL FINANCE,0.0002
2014,718,Golden Rural,AC,08,M,D,2,Utilities,MUNICIPAL FINANCE,0.0007
2014,718,Golden Rural,AC,08,M,D,3,Supportive Housing,MUNICIPAL FINANCE,0.0002
2014,718,Golden Rural,AC,08,M,D,4,Major Industry,MUNICIPAL FINANCE,0.0007
2014,718,Golden Rural,AC,08,M,D,5,Light Industry,MUNICIPAL FINANCE,0.0007
2014,718,Golden Rural,AC,08,M,D,6,Business and Other,MUNICIPAL FINANCE,0.0005
2014,718,Golden Rural,AC,08,M,D,7,Managed Forest Land,MUNICIPAL FINANCE,0.0006
2014,718,Golden Rural,AC,08,M,D,8,Recreation/Non-Profit,MUNICIPAL FINANCE,0.0002
2014,718,Golden Rural,AC,08,M,D,9,Farm,MUNICIPAL FINANCE,0.0002
2014,718,Golden Rural,BE,08,A,D,1,Residential,A COLUMBIA SHUSWAP,1.2384
2014,718,Golden Rural,BE,08,A,D,2,Utilities,A COLUMBIA SHUSWAP,4.3344
2014,718,Golden Rural,BE,08,A,D,3,Supportive Housing,A COLUMBIA SHUSWAP,1.2384
2014,718,Golden Rural,BE,08,A,D,4,Major Industry,A COLUMBIA SHUSWAP,4.2106
2014,718,Golden Rural,BE,08,A,D,5,Light Industry,A COLUMBIA SHUSWAP,4.2106
2014,718,Golden Rural,BE,08,A,D,6,Business and Other,A COLUMBIA SHUSWAP,3.0341
2014,718,Golden Rural,BE,08,A,D,7,Managed Forest Land,A COLUMBIA SHUSWAP,3.7152
2014,718,Golden Rural,BE,08,A,D,8,Recreation/Non-Profit,A COLUMBIA SHUSWAP,1.2384
2014,718,Golden Rural,BE,08,A,D,9,Farm,A COLUMBIA SHUSWAP,1.2384
2014,718,Golden Rural,BV,08,A,D,1,Residential,'A' MOSQUITO CNTRL,0.0693
2014,718,Golden Rural,BV,08,A,D,2,Utilities,'A' MOSQUITO CNTRL,0.2426
2014,718,Golden Rural,BV,08,A,D,3,Supportive Housing,'A' MOSQUITO CNTRL,0.0693
2014,718,Golden Rural,BV,08,A,D,4,Major Industry,'A' MOSQUITO CNTRL,0.2356
2014,718,Golden Rural,BV,08,A,D,5,Light Industry,'A' MOSQUITO CNTRL,0.2356
2014,718,Golden Rural,BV,08,A,D,6,Business and Other,'A' MOSQUITO CNTRL,0.1698
2014,718,Golden Rural,BV,08,A,D,7,Managed Forest Land,'A' MOSQUITO CNTRL,0.2079
2014,718,Golden Rural,BV,08,A,D,8,Recreation/Non-Profit,'A' MOSQUITO CNTRL,0.0693
2014,718,Golden Rural,BV,08,A,D,9,Farm,'A' MOSQUITO CNTRL,0.0693
2014,718,Golden Rural,BV,08,B,D,1,Residential,TV REBROADCASTING,0.0557
2014,718,Golden Rural,BV,08,B,D,2,Utilities,TV REBROADCASTING,0.195
2014,718,Golden Rural,BV,08,B,D,3,Supportive Housing,TV REBROADCASTING,0.0557
2014,718,Golden Rural,BV,08,B,D,4,Major Industry,TV REBROADCASTING,0.1894
2014,718,Golden Rural,BV,08,B,D,5,Light Industry,TV REBROADCASTING,0.1894
2014,718,Golden Rural,BV,08,B,D,6,Business and Other,TV REBROADCASTING,0.1365
2014,718,Golden Rural,BV,08,B,D,7,Managed Forest Land,TV REBROADCASTING,0.1671
2014,718,Golden Rural,BV,08,B,D,8,Recreation/Non-Profit,TV REBROADCASTING,0.0557
2014,718,Golden Rural,BV,08,B,D,9,Farm,TV REBROADCASTING,0.0557
2014,718,Golden Rural,BV,08,C,D,1,Residential,NICHOLSON FIRE,0.8488
2014,718,Golden Rural,BV,08,C,D,2,Utilities,NICHOLSON FIRE,2.9708
2014,718,Golden Rural,BV,08,C,D,3,Supportive Housing,NICHOLSON FIRE,0.8488
2014,718,Golden Rural,BV,08,C,D,4,Major Industry,NICHOLSON FIRE,2.8859
2014,718,Golden Rural,BV,08,C,D,5,Light Industry,NICHOLSON FIRE,2.8859
2014,718,Golden Rural,BV,08,C,D,6,Business and Other,NICHOLSON FIRE,2.0796
2014,718,Golden Rural,BV,08,C,D,7,Managed Forest Land,NICHOLSON FIRE,2.5464
2014,718,Golden Rural,BV,08,C,D,8,Recreation/Non-Profit,NICHOLSON FIRE,0.8488
2014,718,Golden Rural,BV,08,C,D,9,Farm,NICHOLSON FIRE,0.8488
2014,718,Golden Rural,BY,08,A,D,1,Residential,POLICE TAX,0.1497
2014,718,Golden Rural,BY,08,A,D,2,Utilities,POLICE TAX,0.524
2014,718,Golden Rural,BY,08,A,D,3,Supportive Housing,POLICE TAX,0.1
2014,718,Golden Rural,BY,08,A,D,4,Major Industry,POLICE TAX,0.509
2014,718,Golden Rural,BY,08,A,D,5,Light Industry,POLICE TAX,0.509
2014,718,Golden Rural,BY,08,A,D,6,Business and Other,POLICE TAX,0.3668
2014,718,Golden Rural,BY,08,A,D,7,Managed Forest Land,POLICE TAX,0.4491
2014,718,Golden Rural,BY,08,A,D,8,Recreation/Non-Profit,POLICE TAX,0.1497
2014,718,Golden Rural,BY,08,A,D,9,Farm,POLICE TAX,0.1497
2014,719,Revelstoke Rural,AA,,G,A,1,Residential,GEN RESIDENTIAL,0.56
2014,719,Revelstoke Rural,AA,,G,A,2,Utilities,GEN UTILITIES,3.82
2014,719,Revelstoke Rural,AA,,G,A,3,Supportive Housing,GEN SUPPORTIVE HSNG,0.1
2014,719,Revelstoke Rural,AA,,G,A,4,Major Industry,GEN MAJOR INDUSTRY,5.34
2014,719,Revelstoke Rural,AA,,G,A,5,Light Industry,GEN LIGHT INDUSTRY,2.91
2014,719,Revelstoke Rural,AA,,G,A,6,Business and Other,GEN BUSINESS/OTHER,2.91
2014,719,Revelstoke Rural,AA,,G,A,7,Managed Forest Land,GEN MANAGED FOR.,0.56
2014,719,Revelstoke Rural,AA,,G,A,8,Recreation/Non-Profit,GEN RECN/NON-PROFIT,0.94
2014,719,Revelstoke Rural,AA,,G,A,9,Farm,GEN FARM,0.52
2014,719,Revelstoke Rural,AB,19,S,S,1,Residential,SCH RESIDENTIAL,2.445
2014,719,Revelstoke Rural,AB,19,S,S,2,Utilities,SCH UTILITIES,13.6
2014,719,Revelstoke Rural,AB,19,S,S,3,Supportive Housing,SCH SUSTAIN HOUSING,0.1
2014,719,Revelstoke Rural,AB,19,S,S,4,Major Industry,SCH MAJOR INDUSTRY,6
2014,719,Revelstoke Rural,AB,19,S,S,5,Light Industry,SCH LIGHT INDUSTRY,6
2014,719,Revelstoke Rural,AB,19,S,S,6,Business and Other,SCH BUSINESS/OTHER,6
2014,719,Revelstoke Rural,AB,19,S,S,7,Managed Forest Land,SCH MANAGED FOREST,2.4
2014,719,Revelstoke Rural,AB,19,S,S,8,Recreation/Non-Profit,SCH RECN/NON-PROFIT,3.4
2014,719,Revelstoke Rural,AB,19,S,S,9,Farm,SCH FARM,6.9
2014,719,Revelstoke Rural,AC,03,E,D,1,Residential,N OKAN/COL SHUS RHD,0.2961
2014,719,Revelstoke Rural,AC,03,E,D,2,Utilities,N OKAN/COL SHUS RHD,1.0364
2014,719,Revelstoke Rural,AC,03,E,D,3,Supportive Housing,N OKAN/COL SHUS RHD,0.2961
2014,719,Revelstoke Rural,AC,03,E,D,4,Major Industry,N OKAN/COL SHUS RHD,1.0067
2014,719,Revelstoke Rural,AC,03,E,D,5,Light Industry,N OKAN/COL SHUS RHD,1.0067
2014,719,Revelstoke Rural,AC,03,E,D,6,Business and Other,N OKAN/COL SHUS RHD,0.7254
2014,719,Revelstoke Rural,AC,03,E,D,7,Managed Forest Land,N OKAN/COL SHUS RHD,0.8883
2014,719,Revelstoke Rural,AC,03,E,D,8,Recreation/Non-Profit,N OKAN/COL SHUS RHD,0.2961
2014,719,Revelstoke Rural,AC,03,E,D,9,Farm,N OKAN/COL SHUS RHD,0.2961
2014,719,Revelstoke Rural,AC,08,I,D,1,Residential,BC ASSESSMENT,0.0619
2014,719,Revelstoke Rural,AC,08,I,D,2,Utilities,BC ASSESSMENT,0.5115
2014,719,Revelstoke Rural,AC,08,I,D,4,Major Industry,BC ASSESSMENT,0.5115
2014,719,Revelstoke Rural,AC,08,I,D,5,Light Industry,BC ASSESSMENT,0.1755
2014,719,Revelstoke Rural,AC,08,I,D,6,Business and Other,BC ASSESSMENT,0.1755
2014,719,Revelstoke Rural,AC,08,I,D,7,Managed Forest Land,BC ASSESSMENT,0.3616
2014,719,Revelstoke Rural,AC,08,I,D,8,Recreation/Non-Profit,BC ASSESSMENT,0.0619
2014,719,Revelstoke Rural,AC,08,I,D,9,Farm,BC ASSESSMENT,0.0619
2014,719,Revelstoke Rural,AC,08,M,D,1,Residential,MUNICIPAL FINANCE,0.0002
2014,719,Revelstoke Rural,AC,08,M,D,2,Utilities,MUNICIPAL FINANCE,0.0007
2014,719,Revelstoke Rural,AC,08,M,D,3,Supportive Housing,MUNICIPAL FINANCE,0.0002
2014,719,Revelstoke Rural,AC,08,M,D,4,Major Industry,MUNICIPAL FINANCE,0.0007
2014,719,Revelstoke Rural,AC,08,M,D,5,Light Industry,MUNICIPAL FINANCE,0.0007
2014,719,Revelstoke Rural,AC,08,M,D,6,Business and Other,MUNICIPAL FINANCE,0.0005
2014,719,Revelstoke Rural,AC,08,M,D,7,Managed Forest Land,MUNICIPAL FINANCE,0.0006
2014,719,Revelstoke Rural,AC,08,M,D,8,Recreation/Non-Profit,MUNICIPAL FINANCE,0.0002
2014,719,Revelstoke Rural,AC,08,M,D,9,Farm,MUNICIPAL FINANCE,0.0002
2014,719,Revelstoke Rural,BE,08,B,D,1,Residential,B COLUMBIA SHUSWAP,0.891
2014,719,Revelstoke Rural,BE,08,B,D,2,Utilities,B COLUMBIA SHUSWAP,3.1185
2014,719,Revelstoke Rural,BE,08,B,D,3,Supportive Housing,B COLUMBIA SHUSWAP,0.891
2014,719,Revelstoke Rural,BE,08,B,D,4,Major Industry,B COLUMBIA SHUSWAP,3.0294
2014,719,Revelstoke Rural,BE,08,B,D,5,Light Industry,B COLUMBIA SHUSWAP,3.0294
2014,719,Revelstoke Rural,BE,08,B,D,6,Business and Other,B COLUMBIA SHUSWAP,2.183
2014,719,Revelstoke Rural,BE,08,B,D,7,Managed Forest Land,B COLUMBIA SHUSWAP,2.673
2014,719,Revelstoke Rural,BE,08,B,D,8,Recreation/Non-Profit,B COLUMBIA SHUSWAP,0.891
2014,719,Revelstoke Rural,BE,08,B,D,9,Farm,B COLUMBIA SHUSWAP,0.891
2014,719,Revelstoke Rural,BS,08,A,D,1,Residential,FIRE & RECREATION,1.4045
2014,719,Revelstoke Rural,BS,08,A,D,2,Utilities,FIRE & RECREATION,4.9158
2014,719,Revelstoke Rural,BS,08,A,D,3,Supportive Housing,FIRE & RECREATION,1.4045
2014,719,Revelstoke Rural,BS,08,A,D,4,Major Industry,FIRE & RECREATION,4.7753
2014,719,Revelstoke Rural,BS,08,A,D,5,Light Industry,FIRE & RECREATION,4.7753
2014,719,Revelstoke Rural,BS,08,A,D,6,Business and Other,FIRE & RECREATION,3.441
2014,719,Revelstoke Rural,BS,08,A,D,7,Managed Forest Land,FIRE & RECREATION,4.2135
2014,719,Revelstoke Rural,BS,08,A,D,8,Recreation/Non-Profit,FIRE & RECREATION,1.4045
2014,719,Revelstoke Rural,BS,08,A,D,9,Farm,FIRE & RECREATION,1.4045
2014,719,Revelstoke Rural,BV,08,5,D,1,Residential,OKANAG REG LIBRARY,0.1862
2014,719,Revelstoke Rural,BV,08,5,D,2,Utilities,OKANAG REG LIBRARY,0.6517
2014,719,Revelstoke Rural,BV,08,5,D,3,Supportive Housing,OKANAG REG LIBRARY,0.1862
2014,719,Revelstoke Rural,BV,08,5,D,4,Major Industry,OKANAG REG LIBRARY,0.6331
2014,719,Revelstoke Rural,BV,08,5,D,5,Light Industry,OKANAG REG LIBRARY,0.6331
2014,719,Revelstoke Rural,BV,08,5,D,6,Business and Other,OKANAG REG LIBRARY,0.4562
2014,719,Revelstoke Rural,BV,08,5,D,7,Managed Forest Land,OKANAG REG LIBRARY,0.5586
2014,719,Revelstoke Rural,BV,08,5,D,8,Recreation/Non-Profit,OKANAG REG LIBRARY,0.1862
2014,719,Revelstoke Rural,BV,08,5,D,9,Farm,OKANAG REG LIBRARY,0.1862
2014,719,Revelstoke Rural,BY,08,B,D,1,Residential,POLICE TAX,0.1404
2014,719,Revelstoke Rural,BY,08,B,D,2,Utilities,POLICE TAX,0.4915
2014,719,Revelstoke Rural,BY,08,B,D,3,Supportive Housing,POLICE TAX,0.1
2014,719,Revelstoke Rural,BY,08,B,D,4,Major Industry,POLICE TAX,0.4775
2014,719,Revelstoke Rural,BY,08,B,D,5,Light Industry,POLICE TAX,0.4775
2014,719,Revelstoke Rural,BY,08,B,D,6,Business and Other,POLICE TAX,0.3441
2014,719,Revelstoke Rural,BY,08,B,D,7,Managed Forest Land,POLICE TAX,0.4213
2014,719,Revelstoke Rural,BY,08,B,D,8,Recreation/Non-Profit,POLICE TAX,0.1404
2014,719,Revelstoke Rural,BY,08,B,D,9,Farm,POLICE TAX,0.1404
2014,722,Vernon Rural,AA,,G,A,1,Residential,GEN RESIDENTIAL,0.56
2014,722,Vernon Rural,AA,,G,A,2,Utilities,GEN UTILITIES,3.82
2014,722,Vernon Rural,AA,,G,A,3,Supportive Housing,GEN SUPPORTIVE HSNG,0.1
2014,722,Vernon Rural,AA,,G,A,4,Major Industry,GEN MAJOR INDUSTRY,5.34
2014,722,Vernon Rural,AA,,G,A,5,Light Industry,GEN LIGHT INDUSTRY,2.91
2014,722,Vernon Rural,AA,,G,A,6,Business and Other,GEN BUSINESS/OTHER,2.91
2014,722,Vernon Rural,AA,,G,A,7,Managed Forest Land,GEN MANAGED FOR.,0.56
2014,722,Vernon Rural,AA,,G,A,8,Recreation/Non-Profit,GEN RECN/NON-PROFIT,0.94
2014,722,Vernon Rural,AA,,G,A,9,Farm,GEN FARM,0.52
2014,722,Vernon Rural,AB,22,S,S,1,Residential,SCH RESIDENTIAL,2.2883
2014,722,Vernon Rural,AB,22,S,S,2,Utilities,SCH UTILITIES,13.6
2014,722,Vernon Rural,AB,22,S,S,3,Supportive Housing,SCH SUSTAIN HOUSING,0.1
2014,722,Vernon Rural,AB,22,S,S,4,Major Industry,SCH MAJOR INDUSTRY,6
2014,722,Vernon Rural,AB,22,S,S,5,Light Industry,SCH LIGHT INDUSTRY,6
2014,722,Vernon Rural,AB,22,S,S,6,Business and Other,SCH BUSINESS/OTHER,6
2014,722,Vernon Rural,AB,22,S,S,7,Managed Forest Land,SCH MANAGED FOREST,2.4
2014,722,Vernon Rural,AB,22,S,S,8,Recreation/Non-Profit,SCH RECN/NON-PROFIT,3.4
2014,722,Vernon Rural,AB,22,S,S,9,Farm,SCH FARM,6.9
2014,722,Vernon Rural,AC,03,E,D,1,Residential,N OKAN/COL SHUS HOSP,0.2961
2014,722,Vernon Rural,AC,03,E,D,2,Utilities,N OKAN/COL SHUS HOSP,1.0364
2014,722,Vernon Rural,AC,03,E,D,3,Supportive Housing,N OKAN/COL SHUS HOSP,0.2961
2014,722,Vernon Rural,AC,03,E,D,4,Major Industry,N OKAN/COL SHUS HOSP,1.0067
2014,722,Vernon Rural,AC,03,E,D,5,Light Industry,N OKAN/COL SHUS HOSP,1.0067
2014,722,Vernon Rural,AC,03,E,D,6,Business and Other,N OKAN/COL SHUS HOSP,0.7254
2014,722,Vernon Rural,AC,03,E,D,7,Managed Forest Land,N OKAN/COL SHUS HOSP,0.8883
2014,722,Vernon Rural,AC,03,E,D,8,Recreation/Non-Profit,N OKAN/COL SHUS HOSP,0.2961
2014,722,Vernon Rural,AC,03,E,D,9,Farm,N OKAN/COL SHUS HOSP,0.2961
2014,722,Vernon Rural,AC,19,I,D,1,Residential,BC ASSESSMENT,0.0619
2014,722,Vernon Rural,AC,19,I,D,2,Utilities,BC ASSESSMENT,0.5115
2014,722,Vernon Rural,AC,19,I,D,4,Major Industry,BC ASSESSMENT,0.5115
2014,722,Vernon Rural,AC,19,I,D,5,Light Industry,BC ASSESSMENT,0.1755
2014,722,Vernon Rural,AC,19,I,D,6,Business and Other,BC ASSESSMENT,0.1755
2014,722,Vernon Rural,AC,19,I,D,7,Managed Forest Land,BC ASSESSMENT,0.3616
2014,722,Vernon Rural,AC,19,I,D,8,Recreation/Non-Profit,BC ASSESSMENT,0.0619
2014,722,Vernon Rural,AC,19,I,D,9,Farm,BC ASSESSMENT,0.0619
2014,722,Vernon Rural,AC,19,M,D,1,Residential,MUNICIPAL FINANCE,0.0002
2014,722,Vernon Rural,AC,19,M,D,2,Utilities,MUNICIPAL FINANCE,0.0007
2014,722,Vernon Rural,AC,19,M,D,3,Supportive Housing,MUNICIPAL FINANCE,0.0002
2014,722,Vernon Rural,AC,19,M,D,4,Major Industry,MUNICIPAL FINANCE,0.0007
2014,722,Vernon Rural,AC,19,M,D,5,Light Industry,MUNICIPAL FINANCE,0.0007
2014,722,Vernon Rural,AC,19,M,D,6,Business and Other,MUNICIPAL FINANCE,0.0005
2014,722,Vernon Rural,AC,19,M,D,7,Managed Forest Land,MUNICIPAL FINANCE,0.0006
2014,722,Vernon Rural,AC,19,M,D,8,Recreation/Non-Profit,MUNICIPAL FINANCE,0.0002
2014,722,Vernon Rural,AC,19,M,D,9,Farm,MUNICIPAL FINANCE,0.0002
2014,722,Vernon Rural,BD,19,A,D,1,Residential,OKANAGAN WATER BOARD,0.051
2014,722,Vernon Rural,BD,19,A,D,2,Utilities,OKANAGAN WATER BOARD,0.1785
2014,722,Vernon Rural,BD,19,A,D,3,Supportive Housing,OKANAGAN WATER BOARD,0.051
2014,722,Vernon Rural,BD,19,A,D,4,Major Industry,OKANAGAN WATER BOARD,0.1734
2014,722,Vernon Rural,BD,19,A,D,5,Light Industry,OKANAGAN WATER BOARD,0.1734
2014,722,Vernon Rural,BD,19,A,D,6,Business and Other,OKANAGAN WATER BOARD,0.125
2014,722,Vernon Rural,BD,19,A,D,7,Managed Forest Land,OKANAGAN WATER BOARD,0.153
2014,722,Vernon Rural,BD,19,A,D,8,Recreation/Non-Profit,OKANAGAN WATER BOARD,0.051
2014,722,Vernon Rural,BD,19,A,D,9,Farm,OKANAGAN WATER BOARD,0.051
2014,722,Vernon Rural,BD,19,S,D,1,Residential,STREET LIGHTING,0.0138
2014,722,Vernon Rural,BD,19,S,D,2,Utilities,STREET LIGHTING,0.0483
2014,722,Vernon Rural,BD,19,S,D,3,Supportive Housing,STREET LIGHTING,0.0138
2014,722,Vernon Rural,BD,19,S,D,4,Major Industry,STREET LIGHTING,0.0469
2014,722,Vernon Rural,BD,19,S,D,5,Light Industry,STREET LIGHTING,0.0469
2014,722,Vernon Rural,BD,19,S,D,6,Business and Other,STREET LIGHTING,0.0338
2014,722,Vernon Rural,BD,19,S,D,7,Managed Forest Land,STREET LIGHTING,0.0414
2014,722,Vernon Rural,BD,19,S,D,8,Recreation/Non-Profit,STREET LIGHTING,0.0138
2014,722,Vernon Rural,BD,19,S,D,9,Farm,STREET LIGHTING,0.0138
2014,722,Vernon Rural,BE,19,B,D,1,Residential,B NORTH OKANAGAN,0.5779
2014,722,Vernon Rural,BE,19,B,D,2,Utilities,B NORTH OKANAGAN,2.0227
2014,722,Vernon Rural,BE,19,B,D,3,Supportive Housing,B NORTH OKANAGAN,0.5779
2014,722,Vernon Rural,BE,19,B,D,4,Major Industry,B NORTH OKANAGAN,1.9649
2014,722,Vernon Rural,BE,19,B,D,5,Light Industry,B NORTH OKANAGAN,1.9649
2014,722,Vernon Rural,BE,19,B,D,6,Business and Other,B NORTH OKANAGAN,1.4159
2014,722,Vernon Rural,BE,19,B,D,7,Managed Forest Land,B NORTH OKANAGAN,1.7337
2014,722,Vernon Rural,BE,19,B,D,8,Recreation/Non-Profit,B NORTH OKANAGAN,0.5779
2014,722,Vernon Rural,BE,19,B,D,9,Farm,B NORTH OKANAGAN,0.5779
2014,722,Vernon Rural,BE,19,B,G,1,Residential,AREA B BUILDINGS (I),1.5481
2014,722,Vernon Rural,BE,19,B,G,2,Utilities,AREA B BUILDINGS (I),5.4184
2014,722,Vernon Rural,BE,19,B,G,3,Supportive Housing,AREA B BUILDINGS (I),1.5481
2014,722,Vernon Rural,BE,19,B,G,4,Major Industry,AREA B BUILDINGS (I),5.2635
2014,722,Vernon Rural,BE,19,B,G,5,Light Industry,AREA B BUILDINGS (I),5.2635
2014,722,Vernon Rural,BE,19,B,G,6,Business and Other,AREA B BUILDINGS (I),3.7928
2014,722,Vernon Rural,BE,19,B,G,7,Managed Forest Land,AREA B BUILDINGS (I),4.6443
