census_year,noc_code,noc_description,wage_period,bc_low_10thpctl,bc_hgh_90thpctl,bc_median_wage,bc_ref_period,bc_data_source,vancvr_isld_coast_low_10thpctl,vancvr_isld_coast_hgh_90thpctl,vancvr_isld_coast_median_wage,vancvr_isld_coast_ref_period,vancvr_isld_coast_data_source,north_east_low_10thpctl,north_east_hgh_90thpctl,north_east_median_wage,north_east_ref_period,north_east_data_source,north_coast_low_10thpctl,north_coast_hgh_90thpctl,north_coast_median_wage,north_coast_ref_period,north_coast_data_source,thompson_okanagan_low_10thpctl,thompson_okanagan_hgh_90thpctl,thompson_okanagan_median_wage,thompson_okanagan_ref_period,thompson_okanagan_data_source,cariboo_low_10thpctl,cariboo_hgh_90thpctl,cariboo_median_wage,cariboo_ref_period,cariboo_data_source,mainland_sthwest_low_10thpctl,mainland_sthwest_hgh_90thpctl,mainland_southwest_median_wage,mainland_sthwest_ref_period,mainland_sthwest_data_source,kootenays_low_10thpctl,kootenays_hgh_90thpctl,kootenays_median_wage,kootenays_ref_period,kootenays_data_source,nechako_low_10thpctl,nechako_hgh_90thpctl,nechako_median_wage,nechako_data_source,nechako_ref_period
2011,1254,Statistical officers and related research support occupations,HOUR,20.9247,41.72,33.08,2012-2013,Employment Insurance Data,20.9247,41.72,33.08,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,21.9211,41.72,34.9567,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,1311,Accounting technicians and bookkeepers,HOUR,11,30,19,2012-2013,Labour Force Survey,13,33.33,19.23,2012-2013,Labour Force Survey,10.28,29.5,18.46,2011-2012,Labour Force Survey - Statistics Canada,12.73,43.3125,18.557,2011,National Household Survey,11,30,19,2012-2013,Labour Force Survey,11,30,19,2012-2013,Labour Force Survey,10.86,29.5,19,2012-2013,Labour Force Survey,11,30,19,2012-2013,Labour Force Survey,11,30,19,Labour Force Survey,2012-2013
2011,1312,Insurance adjusters and claims examiners,HOUR,16.21,42.67,26,2012-2013,Labour Force Survey,16.21,42.67,26,2012-2013,Labour Force Survey,,,,,,,,,,,16.21,42,28.21,2011-2012,Labour Force Survey - Statistics Canada,16.21,42,28.21,2011-2012,Labour Force Survey - Statistics Canada,18.97,45.05,28.57,2012-2013,Labour Force Survey,16.21,42,28.21,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,1313,Insurance underwriters,HOUR,18.779,46.7345,27.707,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,18.84,52.3857,28.545,2011,National Household Survey,,,,,,,,,,
2011,1314,"Assessors, valuators and appraisers",HOUR,17,37.8279,26.6421,2012-2013,Employment Insurance Data,17,37.8279,26.6421,2012-2013,Employment Insurance Data,,,,,,,,,,,17,37.8279,26.6421,2012-2013,Employment Insurance Data,,,,,,17,37.8279,26.6421,2012-2013,Employment Insurance Data,16.84,36.15,21.84,2011-2012,Employment Insurance Data,,,,,
2011,1315,"Customs, ship and other brokers",HOUR,10.733,39,21.569,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.722,36.8799,21.489,2011,National Household Survey,,,,,,,,,,
2011,1411,General office support workers,HOUR,11.25,28.75,18.31,2012-2013,Labour Force Survey,11.25,28.75,18.31,2012-2013,Labour Force Survey,11.25,28.75,18.31,2012-2013,Labour Force Survey,11.25,28.75,18.31,2012-2013,Labour Force Survey,11.25,28.75,18.31,2012-2013,Labour Force Survey,11.25,28.75,18.31,2012-2013,Labour Force Survey,11.1,28.75,18.31,2012-2013,Labour Force Survey,11.25,28.75,18.31,2012-2013,Labour Force Survey,11.25,28.75,18.31,Labour Force Survey,2012-2013
2011,1414,Receptionists,HOUR,10.75,23.5,16,2012-2013,Labour Force Survey,12,24,16.1,2012-2013,Labour Force Survey,14,21.61,17.15,2012-2013,Employment Insurance Data,12.03,20.7,16,2012-2013,Employment Insurance Data,10.25,22.52,16.5,2012-2013,Labour Force Survey,10.75,23.5,16,2012-2013,Labour Force Survey,11,24,16,2012-2013,Labour Force Survey,10.75,23.5,16,2012-2013,Labour Force Survey,12,20,14.94,Employment Insurance Data,2012-2013
2011,1415,Personnel clerks,HOUR,13,24.04,21.59,2012-2013,Labour Force Survey,13,24.04,21.59,2012-2013,Labour Force Survey,,,,,,,,,,,13,24.04,21.59,2012-2013,Labour Force Survey,14.93,28.03,21.59,2011-2012,Employment Insurance Data,13,24.04,21.59,2012-2013,Labour Force Survey,,,,,,,,,,
2011,1416,Court clerks,HOUR,18.22,30.625,24.26,2011,National Household Survey,19.48,54.72,20.46,2006,2006 Census - Statistics Canada,,,,,,,,,,,16.85,22.85,20.45,2006,2006 Census - Statistics Canada,,,,,,21.211,28.186,24.314,2011,National Household Survey,,,,,,,,,,
2011,1422,Data entry clerks,HOUR,12,23.08,17.5,2012-2013,Labour Force Survey,12,23.08,17.5,2012-2013,Labour Force Survey,,,,,,,,,,,12,23.08,17.5,2012-2013,Labour Force Survey,11.5,24,17.31,2011-2012,Labour Force Survey - Statistics Canada,12,22.6,17.31,2012-2013,Labour Force Survey,11.5,24,17.31,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,1423,Desktop publishing operators and related occupations,HOUR,14.2,50,25.07,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,15,50,27.6214,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,1431,Accounting and related clerks,HOUR,14,26.15,20,2012-2013,Labour Force Survey,15,28,21,2012-2013,Labour Force Survey,14,26.15,20,2012-2013,Labour Force Survey,14,26.15,20,2012-2013,Labour Force Survey,14,25.64,17.5,2012-2013,Labour Force Survey,14,26.15,20,2012-2013,Labour Force Survey,14,25.83,20,2012-2013,Labour Force Survey,12.992,35.5698,18.587,2011,National Household Survey,,,,,
2011,1432,Payroll clerks,HOUR,14,31.29,24,2012-2013,Labour Force Survey,14,31.29,24,2012-2013,Labour Force Survey,15,30.29,23.74,2011-2012,Labour Force Survey - Statistics Canada,,,,,,14,31.29,24,2012-2013,Labour Force Survey,14,31.29,24,2012-2013,Labour Force Survey,14,33.75,23.08,2012-2013,Labour Force Survey,14,31.29,24,2012-2013,Labour Force Survey,,,,,
2011,1434,"Banking, insurance and other financial clerks",HOUR,12.5,29.3,17.5,2012-2013,Labour Force Survey,12.5,29.3,17.5,2012-2013,Labour Force Survey,,,,,,,,,,,12.5,29.3,17.5,2012-2013,Labour Force Survey,,,,,,12,30,17.1,2012-2013,Labour Force Survey,12,23.12,17.31,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,1435,Collectors,HOUR,10.63,28,23.56,2012-2013,Labour Force Survey,10.25,24,14.07,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,10.63,28,23.56,2012-2013,Labour Force Survey,,,,,,,,,,
2011,1451,Library assistants and clerks,HOUR,15.78,24.68,20.75,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,15.78,24.68,20.75,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,1452,"Correspondence, publication and regulatory clerks",HOUR,10.25,33.7252,24.068,2011,National Household Survey,13.831,35.1946,28.096,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,10.25,37.4506,23.975,2011,National Household Survey,,,,,,,,,,
2011,1454,Survey interviewers and statistical clerks,HOUR,10.25,33.6374,23.364,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,30.4575,24.933,2011,National Household Survey,,,,,,,,,,
2011,1511,"Mail, postal and related workers",HOUR,10.25,25,23,2012-2013,Labour Force Survey,10.25,25,23,2012-2013,Labour Force Survey,10.25,25,21,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,25,23,2012-2013,Labour Force Survey,10.25,25,21,2011-2012,Labour Force Survey - Statistics Canada,10.25,25,23,2012-2013,Labour Force Survey,10.25,25,21,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,1512,Letter carriers,HOUR,21,26,24.94,2012-2013,Labour Force Survey,21,26,24.94,2012-2013,Labour Force Survey,,,,,,,,,,,21,26,24.94,2012-2013,Labour Force Survey,21,26,24.94,2012-2013,Labour Force Survey,22.9,33.33,24.63,2012-2013,Labour Force Survey,17.82,25,24,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,1513,"Couriers, messengers and door-to-door distributors",HOUR,10.25,25,10.67,2012-2013,Labour Force Survey,10.25,25,10.67,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,25,10.67,2012-2013,Labour Force Survey,,,,,,10.25,23,10.5,2012-2013,Labour Force Survey,,,,,,,,,,
2011,1521,Shippers and receivers,HOUR,10.75,27.5,17,2012-2013,Labour Force Survey,10.75,27.5,17,2012-2013,Labour Force Survey,,,,,,,,,,,10.75,27.5,17,2012-2013,Labour Force Survey,10.75,27.5,17,2012-2013,Labour Force Survey,10.75,27.37,17,2012-2013,Labour Force Survey,10.75,27.5,17,2012-2013,Labour Force Survey,,,,,
2011,1522,Storekeepers and partspersons,HOUR,10.25,33.81,21,2012-2013,Labour Force Survey,10.25,33.81,21,2012-2013,Labour Force Survey,13.75,35,22.55,2012-2013,Employment Insurance Data,,,,,,10.25,33.81,21,2012-2013,Labour Force Survey,10.25,33.81,21,2012-2013,Labour Force Survey,10.25,33.81,21,2012-2013,Labour Force Survey,10.25,33.81,21,2012-2013,Labour Force Survey,,,,,
2011,1523,Production logistics co-ordinators,HOUR,12.5,35,20,2012-2013,Labour Force Survey,12.5,35,20,2012-2013,Labour Force Survey,,,,,,,,,,,12.5,35,20,2012-2013,Labour Force Survey,,,,,,12.5,35,20,2012-2013,Labour Force Survey,,,,,,,,,,
2011,1524,Purchasing and inventory control workers,HOUR,12.3,33.33,20,2012-2013,Labour Force Survey,12.75,31.25,18.86,2011-2012,Labour Force Survey - Statistics Canada,12.75,31.25,18.86,2011-2012,Labour Force Survey - Statistics Canada,,,,,,12.3,33.33,20,2012-2013,Labour Force Survey,,,,,,12.3,33.33,20,2012-2013,Labour Force Survey,,,,,,,,,,
2011,1525,Dispatchers,HOUR,11.25,34,21.1,2012-2013,Labour Force Survey,11.25,34,21.1,2012-2013,Labour Force Survey,12,32,21.63,2011-2012,Labour Force Survey - Statistics Canada,,,,,,12,32.1,19.995,2012-2013,Employment Insurance Data,12,32,21.63,2011-2012,Labour Force Survey - Statistics Canada,11.25,34,21.1,2012-2013,Labour Force Survey,12,32,21.63,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,1526,Transportation route and crew schedulers,HOUR,12.896,42.2698,23.899,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,16.487,46.7914,25.226,2011,National Household Survey,,,,,,,,,,
2011,2111,Physicists and astronomers,HOUR,16.294,74.7125,43.69,2011,National Household Survey,10.25,52.42,36.49,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,16.98,66.58,43.209,2011,National Household Survey,,,,,,,,,,
2011,2112,Chemists,HOUR,14.089,54.2834,29.374,2011,National Household Survey,13.916,75.8355,40.91,2011,National Household Survey,,,,,,,,,,,18.75,48.2,28.92,2011-2012,Employment Insurance Data,,,,,,14.353,52.5961,29.264,2011,National Household Survey,,,,,,,,,,
2011,2113,Geoscientists and oceanographers,HOUR,20.51,64.1,34.62,2012-2013,Labour Force Survey,12.5,63.08,37.98,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,,,,,,,,,,,26.67,56.8397,37.8931,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2114,Meteorologists and climatologists,HOUR,34.777,53.7941,44.311,2011,National Household Survey,10.25,40.39,38.89,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,35.027,58.0159,43.85,2011,National Household Survey,,,,,,,,,,
2011,2115,Other professional occupations in physical sciences,HOUR,13.483,78.294,43.446,2011,National Household Survey,,,,,,,,,,,,,,,,10.25,42.94,29.12,2006,2006 Census - Statistics Canada,,,,,,13.404,81.6341,42.564,2011,National Household Survey,,,,,,,,,,
2011,2121,Biologists and related scientists,HOUR,17.25,50.26,33.65,2012-2013,Labour Force Survey,17.25,50.26,33.65,2012-2013,Labour Force Survey,,,,,,,,,,,17.25,50.26,33.65,2012-2013,Labour Force Survey,17.25,50.26,33.65,2012-2013,Labour Force Survey,16.88,56.41,32.5,2012-2013,Labour Force Survey,17.25,50.26,33.65,2012-2013,Labour Force Survey,,,,,
2011,2122,Forestry professionals,HOUR,25,48.57,33.33,2012-2013,Labour Force Survey,25,48.57,33.33,2012-2013,Labour Force Survey,22.44,51.28,31,2011-2012,Labour Force Survey - Statistics Canada,,,,,,25,48.57,33.33,2012-2013,Labour Force Survey,25,48.57,33.33,2012-2013,Labour Force Survey,25,48.57,33.33,2012-2013,Labour Force Survey,18.923,40.4928,31.159,2011,National Household Survey,23.634,59.2842,39.865,National Household Survey,2011
2011,2123,"Agricultural representatives, consultants and specialists",HOUR,10.25,42.524,35.331,2011,National Household Survey,19,46.15,32.97,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,19,46.15,32.97,2011-2012,Labour Force Survey - Statistics Canada,,,,,,19,46.15,32.97,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,
2011,2131,Civil engineers,HOUR,25,57,35,2012-2013,Labour Force Survey,25,57,35,2012-2013,Labour Force Survey,,,,,,,,,,,14.23,64.3965,31.538,2011,National Household Survey,24.62,54,34,2011-2012,Labour Force Survey - Statistics Canada,23.25,50,35,2012-2013,Labour Force Survey,24.62,54,34,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,2132,Mechanical engineers,HOUR,26,55.29,36,2012-2013,Labour Force Survey,17.983,47.9448,33.622,2011,National Household Survey,,,,,,,,,,,33.101,71.9014,47.617,2011,National Household Survey,,,,,,23.08,55.29,36.06,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2133,Electrical and electronics engineers,HOUR,25,57.69,40,2012-2013,Labour Force Survey,25,57.69,40,2012-2013,Labour Force Survey,25,49.23,37.99,2011-2012,Labour Force Survey - Statistics Canada,,,,,,25,57.69,40,2012-2013,Labour Force Survey,,,,,,25,57.69,36.06,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2134,Chemical engineers,HOUR,20,68.25,40.0725,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,20,68.25,40.0725,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2141,Industrial and manufacturing engineers,HOUR,21.206,60.6178,35.9,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,20.902,65.5524,36.882,2011,National Household Survey,,,,,,,,,,
2011,2142,Metallurgical and materials engineers,HOUR,38.26,80.0478,48.143,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,37.452,78.069,44.331,2011,National Household Survey,,,,,,,,,,
2011,2143,Mining engineers,HOUR,13.43,82.12,34.23,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,19.21,36.23,29.07,2006,2006 Census - Statistics Canada,,,,,,12.29,97.41,36.66,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,2144,Geological engineers,HOUR,25.956,89.6107,47.525,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,19,36.52,34.6,2006,2006 Census - Statistics Canada,32.157,103.36,50.166,2011,National Household Survey,,,,,,,,,,
2011,2145,Petroleum engineers,HOUR,16.944,106.473,49.193,2011,National Household Survey,16.41,110.26,30.72,2006,2006 Census - Statistics Canada,32.9,74.01,33.1,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,15.21,52.54,37.35,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,2146,Aerospace engineers,HOUR,17.319,51.4342,36.245,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,17.53,51.9414,36.663,2011,National Household Survey,,,,,,,,,,
2011,2147,Computer engineers (except software engineers and designers),HOUR,19.84,52.45,39.49,2012-2013,Labour Force Survey,19.84,52.45,39.49,2012-2013,Labour Force Survey,,,,,,,,,,,14.41,46.74,28.69,2006,2006 Census - Statistics Canada,20.95,51.77,29.86,2006,2006 Census - Statistics Canada,19.84,52.45,39.49,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2148,"Other professional engineers, n.e.c.",HOUR,25.64,50,36.6,2012-2013,Labour Force Survey,25.64,50,36.6,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,25.64,50,36.6,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2151,Architects,HOUR,20.6,42.79,31.73,2012-2013,Labour Force Survey,20.6,42.79,31.73,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,20.6,42.79,31.73,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2152,Landscape architects,HOUR,18.951,60.3444,26.964,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.453,68.35,26.766,2011,National Household Survey,,,,,,,,,,
2011,2153,Urban and land use planners,HOUR,28,46.7,35,2012-2013,Labour Force Survey,28,46.7,35,2012-2013,Labour Force Survey,,,,,,,,,,,28,46.7,35,2012-2013,Labour Force Survey,21,49.36,35,2011-2012,Employment Insurance Data,28,46.7,35,2012-2013,Labour Force Survey,21,49.36,35,2011-2012,Employment Insurance Data,,,,,
2011,2154,Land surveyors,HOUR,18,36.77,27,2012-2013,Employment Insurance Data,18,36.77,27,2012-2013,Employment Insurance Data,23.04,49.5,31.51,2006,2006 Census - Statistics Canada,,,,,,16,37.5,27,2012-2013,Employment Insurance Data,10.25,36.8,25.13,2006,2006 Census - Statistics Canada,19,37.2509,27,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2161,"Mathematicians, statisticians and actuaries",HOUR,20.9247,41.72,33.08,2012-2013,Employment Insurance Data,20.9247,41.72,33.08,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,21.9211,41.72,34.9567,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2171,Information systems analysts and consultants,HOUR,18.46,48.08,34.62,2012-2013,Labour Force Survey,21.15,48.08,34.38,2012-2013,Labour Force Survey,,,,,,,,,,,18.46,48.08,34.62,2012-2013,Labour Force Survey,,,,,,17.23,48.08,36.06,2012-2013,Labour Force Survey,21.15,48.08,33.65,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,2172,Database analysts and data administrators,HOUR,14.96,47.5,31,2012-2013,Labour Force Survey,14.96,47.5,31,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,17.5,43.27,31,2011-2012,Labour Force Survey - Statistics Canada,13.46,47.5,28.57,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2173,Software engineers and designers,HOUR,20.67,60,39.42,2012-2013,Labour Force Survey,20.67,60,39.42,2012-2013,Labour Force Survey,,,,,,,,,,,20.67,60,39.42,2012-2013,Labour Force Survey,,,,,,20,59.73,39.42,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2174,Computer programmers and interactive media developers,HOUR,20,48.56,33.65,2012-2013,Labour Force Survey,16,48.72,30,2012-2013,Labour Force Survey,,,,,,,,,,,20,48.56,33.65,2012-2013,Labour Force Survey,,,,,,20,48.56,35,2012-2013,Labour Force Survey,19.23,48.08,33.53,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,2175,Web designers and developers,HOUR,14,39.11,21.63,2012-2013,Labour Force Survey,14,43.27,23.08,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,14,39.11,21.63,2012-2013,Labour Force Survey,,,,,,14,39.11,21.63,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2211,Chemical technologists and technicians,HOUR,14.42,45,21.5,2012-2013,Labour Force Survey,14.42,45,21.5,2012-2013,Labour Force Survey,,,,,,,,,,,14.42,45,21.5,2012-2013,Labour Force Survey,,,,,,12.5,45.67,19,2012-2013,Labour Force Survey,20.63,31.99,22.97,2006,2006 Census - Statistics Canada,,,,,
2011,2212,Geological and mineral technologists and technicians,HOUR,17,37.3413,24.8548,2012-2013,Employment Insurance Data,18,43.27,25,2012-2013,Employment Insurance Data,16.82,51.33,24.02,2006,2006 Census - Statistics Canada,,,,,,17,35.83,25,2012-2013,Employment Insurance Data,11.63,30.56,27.99,2006,2006 Census - Statistics Canada,15.04,39.1283,25,2012-2013,Employment Insurance Data,10.25,32.68,23.79,2006,2006 Census - Statistics Canada,,,,,
2011,2221,Biological technologists and technicians,HOUR,15,26.52,19.695,2012-2013,Employment Insurance Data,15,25,18.97,2012-2013,Employment Insurance Data,,,,,,16,22.56,18,2012-2013,Employment Insurance Data,15,25.5,20,2012-2013,Employment Insurance Data,,,,,,15,29.6946,20.345,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2222,Agricultural and fish products inspectors,HOUR,18.917,42.4768,29.718,2011,National Household Survey,,,,,,,,,,,,,,,,10.25,43.5,27.04,2006,2006 Census - Statistics Canada,,,,,,18.286,40.2499,28.286,2011,National Household Survey,,,,,,,,,,
2011,2223,Forestry technologists and technicians,HOUR,18,34.62,26,2012-2013,Labour Force Survey,18,34.62,26,2012-2013,Labour Force Survey,18,35,24.35,2011-2012,Labour Force Survey - Statistics Canada,18,31.32,24.76,2012-2013,Employment Insurance Data,18,34.62,26,2012-2013,Labour Force Survey,18,34.62,26,2012-2013,Labour Force Survey,18,34.62,26,2012-2013,Labour Force Survey,18,35,24.35,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,2224,Conservation and fishery officers,HOUR,12.117,42.6519,32.233,2011,National Household Survey,12.586,46.3714,31.331,2011,National Household Survey,23.14,32.26,28.41,2006,2006 Census - Statistics Canada,,,,,,20.488,47.2692,35.967,2011,National Household Survey,10.25,34.86,27.81,2006,2006 Census - Statistics Canada,16.364,40.4223,33.418,2011,National Household Survey,,,,,,,,,,
2011,2225,Landscape and horticulture technicians and specialists,HOUR,14,32,18,2012-2013,Labour Force Survey,14,32,18,2012-2013,Labour Force Survey,,,,,,,,,,,14,32,18,2012-2013,Labour Force Survey,,,,,,14,32,18,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2231,Civil engineering technologists and technicians,HOUR,16.05,45,28,2012-2013,Labour Force Survey,16.05,45,28,2012-2013,Labour Force Survey,19.39,37.2,28.89,2006,2006 Census - Statistics Canada,,,,,,16.05,45,28,2012-2013,Labour Force Survey,20,48.56,28,2011-2012,Labour Force Survey - Statistics Canada,16.05,45,28,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2232,Mechanical engineering technologists and technicians,HOUR,14.799,47.1247,28.072,2011,National Household Survey,22.627,46.7899,32.107,2011,National Household Survey,,,,,,,,,,,17.5,40,25,2011-2012,Employment Insurance Data,,,,,,18.6898,46.085,27.8773,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2233,Industrial engineering and manufacturing technologists and technicians,HOUR,11.971,40.8343,24.734,2011,National Household Survey,,,,,,,,,,,,,,,,18.27,43,26.92,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,38.7716,24.239,2011,National Household Survey,,,,,,,,,,
2011,2234,Construction estimators,HOUR,19.23,40.87,31.25,2012-2013,Labour Force Survey,17.428,62.5833,26.376,2011,National Household Survey,,,,,,,,,,,19.23,40.87,31.25,2012-2013,Labour Force Survey,,,,,,19.23,40.87,31.25,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2241,Electrical and electronics engineering technologists and technicians,HOUR,15,40,28,2012-2013,Labour Force Survey,15,40,28,2012-2013,Labour Force Survey,10.25,69.99,29.73,2006,2006 Census - Statistics Canada,,,,,,15,40,28,2012-2013,Labour Force Survey,18,38.67,28,2011-2012,Labour Force Survey - Statistics Canada,14.29,40,28,2012-2013,Labour Force Survey,18,38.67,28,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,2242,Electronic service technicians (household and business equipment),HOUR,15,35,25,2012-2013,Labour Force Survey,13.23,36.54,24.5,2011-2012,Labour Force Survey,13.23,36.54,24.5,2011-2012,Labour Force Survey - Statistics Canada,,,,,,15,35,25,2012-2013,Labour Force Survey,13.23,36.54,24.5,2011-2012,Labour Force Survey - Statistics Canada,15,34.34,24.62,2012-2013,Labour Force Survey,13.23,36.54,24.5,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,2243,Industrial instrument technicians and mechanics,HOUR,17.9,53.2,26.3216,2012-2013,Employment Insurance Data,18,41,24.1,2011-2012,Employment Insurance Data,,,,,,,,,,,18,41,24.1,2011-2012,Employment Insurance Data,,,,,,16,65,24.15,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",HOUR,21.84,35.52,29.355,2012-2013,Employment Insurance Data,21.84,35.52,29.355,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,24,34.6544,29.37,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2251,Architectural technologists and technicians,HOUR,16.569,43.991,28.879,2011,National Household Survey,10.25,52.4853,29.247,2011,National Household Survey,,,,,,,,,,,19.39,34.97,27,2011-2012,Employment Insurance Data,,,,,,16.535,45.6515,28.016,2011,National Household Survey,,,,,,,,,,
2011,2252,Industrial designers,HOUR,18.7915,47.84,29.2854,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,18.7915,50,29.4977,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2253,Drafting technologists and technicians,HOUR,16,43.27,22.5,2012-2013,Labour Force Survey,16,43.27,22.5,2012-2013,Labour Force Survey,16,40.38,23.75,2011-2012,Labour Force Survey - Statistics Canada,,,,,,16,43.27,22.5,2012-2013,Labour Force Survey,16,40.38,23.75,2011-2012,Labour Force Survey - Statistics Canada,16,43.27,23.75,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2254,Land survey technologists and technicians,HOUR,18,31,23,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,17.85,30,23,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2255,Technical occupations in geomatics and meteorology,HOUR,19,36.4581,25.7096,2012-2013,Employment Insurance Data,18,37.5,26.9951,2012-2013,Employment Insurance Data,,,,,,,,,,,19,36.4581,25.7096,2012-2013,Employment Insurance Data,,,,,,19.17,36.5,25.94,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2261,Non-destructive testers and inspection technicians,HOUR,18.59,45.41,30,2012-2013,Employment Insurance Data,18.5,45,28.53,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,18.59,45.41,30,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2262,Engineering inspectors and regulatory officers,HOUR,16.679,67.0926,38.457,2011,National Household Survey,28.53,39.29,36.86,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,16.092,71.9905,37.981,2011,National Household Survey,,,,,,,,,,
2011,2263,Inspectors in public and environmental health and occupational health and safety,HOUR,20,46.15,32.86,2012-2013,Labour Force Survey,20,46.15,32.86,2012-2013,Labour Force Survey,18,39.15,27.08,2012-2013,Employment Insurance Data,,,,,,20,46.15,32.86,2012-2013,Labour Force Survey,20,46.15,32.86,2012-2013,Labour Force Survey,19.23,45.64,32,2012-2013,Labour Force Survey,20,40.87,32,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,2264,Construction inspectors,HOUR,25,45,36,2012-2013,Labour Force Survey,25,45,36,2012-2013,Labour Force Survey,20,51.4,31.25,2011-2012,Labour Force Survey - Statistics Canada,,,,,,25,45,36,2012-2013,Labour Force Survey,20,51.4,31.25,2011-2012,Labour Force Survey - Statistics Canada,25,45,36,2012-2013,Labour Force Survey,20,51.4,31.25,2011-2012,Labour Force Survey - Statistics Canada,,,,,
